"","id","slope_30","intercept_30","tleaf_30","vqmax_36","treatment","tleaf_fac"
"1","gg_2",40.0297829266271,12.8409154776665,36.0158225,52.8706984042936,"35c","36c"
"2","gg_3",164.403275803235,15.3167408672104,36.0059625933333,179.720016670445,"25c","36c"
"3","gg_4",96.202668738275,10.628002572005,36.0246124366667,106.83067131028,"35c","36c"
"4","gg_5",110.945806537899,14.7722476026047,36.0240422211111,125.718054140504,"25c","36c"
"5","gg_6",110.445622434826,24.0752180505313,35.9882733811111,134.520840485357,"35c","36c"
"6","gg_7",164.795656672742,14.5333473976212,35.9919215777778,179.329004070363,"25c","36c"
"7","gg_8",142.817407667652,11.818728788968,36.0136585188889,154.63613645662,"35c","36c"
"8","gg_9",113.305717005127,0.829597122157594,36.1149205357143,114.135314127284,"25c","36c"
"9","gg_10",35.3799948640542,9.30133493719534,36.0049175988889,44.6813298012495,"35c","36c"
"10","gg_11",80.3171667192751,8.05308534901956,37.2654751855556,88.3702520682946,"25c","36c"
"11","gg_12",61.1837929908702,16.7103385058612,36.0239670966667,77.8941314967314,"35c","36c"
"12","gg_14",76.4976716032932,15.3119689784372,35.984541945,91.8096405817304,"35c","36c"
"13","gg_15",143.050261785691,8.3427691469764,36.863952089375,151.393030932667,"25c","36c"
"14","gg_18",56.1148482693408,4.26421249284808,36.0108445288889,60.3790607621888,"35c","36c"
"15","gg_19",115.286893063623,7.85584114771007,35.95042,123.142734211333,"25c","36c"
"16","gg_21",152.637419319089,-9.6363320293789,36.0171117322222,143.00108728971,"25c","36c"
"17","gg_23",121.042444834383,16.0519041802344,36.0716414285714,137.094349014617,"25c","36c"
"18","gg_24",53.2205881143643,13.1902374552723,35.9682,66.4108255696366,"35c","36c"
"19","gg_25",138.773076662938,9.56495387212686,36.0150570477778,148.338030535065,"25c","36c"
"20","gg_26",66.9847698287231,13.8595758319316,36.0009103811111,80.8443456606547,"35c","36c"
"21","gg_28",40.4661842045953,11.2576875292484,35.9825173144444,51.7238717338437,"35c","36c"
"22","gg_31",244.609864698457,25.398366862813,36.0298918755556,270.00823156127,"25c","36c"
"23","gg_33",138.254145591983,18.8842104157186,35.961080584,157.138356007701,"25c","36c"
"24","gg_35",243.287679937789,15.2704711795924,36.0026968833333,258.558151117381,"25c","36c"
"25","gg_37",41.8323302489247,-1.59215470087553,36.0022678571429,40.2401755480492,"25c","36c"
"26","gg_38",73.5897471004646,18.7834177106339,35.9987078711111,92.3731648110984,"35c","36c"
"27","gg_39",88.1857404086271,-9.43712486832191,36.0116087466667,78.7486155403052,"25c","36c"
"28","gg_40",63.4216351586464,17.150386996248,35.9837685188889,80.5720221548945,"35c","36c"
